OGLE-BLG-HB-0141 RG 17 51 48.28 -29 12 11.7 BLG500.04.140073 BLG194.4.49462                  OGLE-BLG-ELL-008622           
OGLE-BLG-HB-0142 RG 17 51 48.90 -22 13 24.6 BLG637.02.99836  BLG341.5.138909                 OGLE-BLG-ELL-008631           
OGLE-BLG-HB-0143 RG 17 51 49.10 -34 49 34.2 BLG503.12.32449  BLG123.7.187996                 OGLE-BLG-ELL-008633           
OGLE-BLG-HB-0144 RG 17 51 52.57 -29 31  1.5 BLG501.29.76396  BLG194.2.66781                  OGLE-BLG-ELL-008678           
OGLE-BLG-HB-0145 RG 17 51 53.59 -30 18 31.6 BLG501.04.124042                                 OGLE-BLG-ELL-008699           
OGLE-BLG-HB-0146 RG 17 51 53.84 -30 27 32.2 BLG501.04.99972  BLG180.5.60949                  OGLE-BLG-ELL-008701           
OGLE-BLG-HB-0147 RG 17 52  0.63 -31 41 57.1 BLG535.29.27781  BLG163.6.125182                 OGLE-BLG-ELL-008785           
OGLE-BLG-HB-0148 RG 17 52  1.12 -33 39  2.0 BLG502.12.15900  BLG140.2.138137                 OGLE-BLG-ELL-008792           
OGLE-BLG-HB-0149 RG 17 52  4.40 -31 14  6.6 BLG534.12.9235   BLG171.6.18247                  OGLE-BLG-ELL-008838           
OGLE-BLG-HB-0150 RG 17 52  6.26 -22 37 55.8 BLG638.19.83142  BLG341.2.17                     OGLE-BLG-ELL-008862           
OGLE-BLG-HB-0151 RG 17 52  6.93 -31  1 53.4 BLG534.21.4301   BLG171.5.78861                  OGLE-BLG-ELL-008869           
OGLE-BLG-HB-0152 RG 17 52  8.48 -31 45 19.1 BLG535.28.136469 BLG163.6.90064                  OGLE-BLG-ELL-008891           
OGLE-BLG-HB-0153 RG 17 52  8.52 -36 48 47.4 BLG600.28.77249                                  OGLE-BLG-ELL-008892           
OGLE-BLG-HB-0154 RG 17 52  9.88 -30 12 50.3 BLG501.04.35866  BLG100.1.156633 BUL_SC37_30119  OGLE-BLG-ELL-008910           
OGLE-BLG-HB-0155 RG 17 52 10.75 -32 26 46.2 BLG535.11.145130 BLG155.7.207159                 OGLE-BLG-ELL-008920           
OGLE-BLG-HB-0156 RG 17 52 13.88 -30  1 23.6 BLG501.12.16435  BLG100.2.218482 BUL_SC37_63815  OGLE-BLG-ELL-008964           
