OGLE-BLG-ROT-000264 17:23:44.47 -29:54:36.4 BLG615.13.64808                                                               
OGLE-BLG-ROT-000265 17:23:44.79 -29:40:36.0 BLG615.22.53118                                                               
OGLE-BLG-ROT-000266 17:23:44.79 -29:59:30.4 BLG615.13.53850                                                               
OGLE-BLG-ROT-000267 17:23:45.09 -28:50:55.9 BLG614.13.54741                                                               
OGLE-BLG-ROT-000268 17:23:45.12 -29:59:26.5 BLG615.13.54027                                                               
OGLE-BLG-ROT-000269 17:23:45.36 -30:15:47.3 BLG615.05.41694                                                               
OGLE-BLG-ROT-000270 17:23:47.08 -30:10:28.8 BLG615.05.50599                                                               
OGLE-BLG-ROT-000271 17:23:48.73 -29:12:59.4 BLG614.05.485    BLG331.6.108670                                              
OGLE-BLG-ROT-000272 17:23:49.39 -28:57:53.3 BLG614.05.54403                                                               
OGLE-BLG-ROT-000273 17:23:49.79 -29:04:24.1 BLG614.05.37777  BLG331.5.105125                                              
OGLE-BLG-ROT-000274 17:23:50.83 -28:03:39.1 BLG614.30.27325                                                               
OGLE-BLG-ROT-000275 17:23:51.92 -30:05:07.2 BLG615.13.3595                                                                
OGLE-BLG-ROT-000276 17:23:52.04 -29:21:07.8 BLG615.30.58314  BLG331.7.159657                                              
